,Reporting Period,Utility,Accounts,Accounts Disconnected,Account Disconnection Rate,Accounts Disconnected between 24 and 48 Hours,Accounts Reconnected in <24 Hours,Accounts Disconnected for >48 Hours,Accounts Disconnected Multiple Times,Accounts Notified Before Disconnection,Accounts in 30+ Day Arrears,Accounts in 30-60 Day Arrears,Accounts in 60+ Day Arrears,Percentage of Accounts in 30-60 Day Arrears,Percentage of Accounts in 60+ Day Arrears,Percentage of Accounts in 30+ Day Arrears,Average Balance of 30-60 Day Arrears,Average Balance of 60+ Day Arrears,Average Balance of 30+ Day Arrears,Total Balance of 30+ Day Arrears,Total Balance of 30-60 Day Arrears,Total Balance of 60+ Day Arrears,Accounts Past Due or Delinquent,Percentage of Accounts Past Due or Delinquent,Accounts on Repayment Plans,Accounts in Good Standing on Repayment Plans,Average Balance of Repayment Plans,Total Balance of Repayment Plans,Vulnerable Accounts,Vulnerable Accounts Disconnected
773,2003-03-01,Duke Energy Carolinas,,11864.0,,,,,,,,,,,,,,,,,,,,,,,,,,
774,2003-02-01,Dominion Energy,95531.0,90.0,0.0009421025635657,,,,,,,,,,,,,,,,,,,,,,,,,
775,2003-02-01,Duke Energy Carolinas,,12646.0,,,,,,,,,,,,,,,,,,,,,,,,,,
776,2003-02-01,Duke Energy Progress,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
777,2003-01-01,Dominion Energy,95384.0,49.0,0.0005137129916967,,,,,,,,,,,,,,,,,,,,,,,,,
778,2003-01-01,Duke Energy Carolinas,,15761.0,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2003-01-01,Duke Energy Progress,,674.0,,,,,,,,,,,,,,,,,,,,,,,,,,
780,2002-12-01,Dominion Energy,95214.0,78.0,0.0008192072594366,,,,,,,,,,,,,,,,,,,,,,,,,
781,2002-12-01,Duke Energy Progress,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
782,2002-12-01,Duke Energy Carolinas,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,
783,2002-11-01,Duke Energy Progress,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2002-11-01,Duke Energy Carolinas,,14868.0,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2002-11-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,2002-10-01,Duke Energy Progress,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,
787,2002-10-01,Duke Energy Carolinas,,23107.0,,,,,,,,,,,,,,,,,,,,,,,,,,
788,2002-10-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,2002-09-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,2002-09-01,Duke Energy Carolinas,,17830.0,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2002-09-01,Duke Energy Progress,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
792,2002-08-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2002-08-01,Duke Energy Carolinas,,14947.0,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2002-08-01,Duke Energy Progress,,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,
795,2002-07-01,Duke Energy Carolinas,,10987.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2002-07-01,Duke Energy Progress,,4002.0,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2002-07-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2002-06-01,Dominion Energy,94521.0,363.0,0.0038404164153997,,,,,,,,,,,,,,,,,,,,,,,,,
799,2002-06-01,Duke Energy Carolinas,,14411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2002-06-01,Duke Energy Progress,,4872.0,,,,,,,,,,,,,,,,,,,,,,,,,,
801,2002-05-01,Duke Energy Carolinas,,13825.0,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2002-05-01,Dominion Energy,94372.0,461.0,0.0048849234942567,,,,,,,,,,,,,,,,,,,,,,,,,
803,2002-05-01,Duke Energy Progress,,5952.0,,,,,,,,,,,,,,,,,,,,,,,,,,
804,2002-04-01,Duke Energy Progress,,6567.0,,,,,,,,,,,,,,,,,,,,,,,,,,
805,2002-04-01,Duke Energy Carolinas,,17652.0,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2002-04-01,Dominion Energy,94294.0,503.0,0.0053343797060258,,,,,,,,,,,,,,,,,,,,,,,,,
807,2002-03-01,Duke Energy Progress,,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2002-03-01,Duke Energy Carolinas,,17712.0,,,,,,,,,,,,,,,,,,,,,,,,,,
809,2002-03-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,2002-02-01,Duke Energy Carolinas,,9773.0,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2002-02-01,Dominion Energy,94125.0,20.0,0.0002124833997343,,,,,,,,,,,,,,,,,,,,,,,,,
812,2002-02-01,Duke Energy Progress,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2002-01-01,Dominion Energy,93817.0,76.0,0.0008100877239732,,,,,,,,,,,,,,,,,,,,,,,,,
814,2002-01-01,Duke Energy Carolinas,,10791.0,,,,,,,,,,,,,,,,,,,,,,,,,,
815,2002-01-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,2001-12-01,Duke Energy Progress,,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,
817,2001-12-01,Dominion Energy,93729.0,134.0,0.0014296535757342,,,,,,,,,,,,,,,,,,,,,,,,,
818,2001-12-01,Duke Energy Carolinas,,7968.0,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2001-11-01,Duke Energy Carolinas,,12298.0,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2001-11-01,Duke Energy Progress,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2001-11-01,Dominion Energy,93465.0,393.0,0.0042047825389183,,,,,,,,,,,,,,,,,,,,,,,,,
822,2001-10-01,Duke Energy Carolinas,,16084.0,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2001-10-01,Dominion Energy,93367.0,501.0,0.0053659215782878,,,,,,,,,,,,,,,,,,,,,,,,,
824,2001-10-01,Duke Energy Progress,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2001-09-01,Duke Energy Carolinas,,8932.0,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2001-09-01,Dominion Energy,93323.0,415.0,0.0044469209091006,,,,,,,,,,,,,,,,,,,,,,,,,
827,2001-09-01,Duke Energy Progress,,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2001-08-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2001-08-01,Duke Energy Progress,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2001-08-01,Dominion Energy,93204.0,446.0,0.0047852023518303,,,,,,,,,,,,,,,,,,,,,,,,,
831,2001-07-01,Dominion Energy,93157.0,448.0,0.0048090857369816,,,,,,,,,,,,,,,,,,,,,,,,,
832,2001-07-01,Duke Energy Carolinas,,7297.0,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2001-07-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2001-06-01,Dominion Energy,92986.0,344.0,0.0036994816423977,,,,,,,,,,,,,,,,,,,,,,,,,
835,2001-06-01,Duke Energy Carolinas,,7905.0,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2001-06-01,Duke Energy Progress,,1843.0,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2001-05-01,Duke Energy Progress,,2834.0,,,,,,,,,,,,,,,,,,,,,,,,,,
838,2001-05-01,Dominion Energy,92744.0,573.0,0.0061782972483395,,,,,,,,,,,,,,,,,,,,,,,,,
839,2001-05-01,Duke Energy Carolinas,,14496.0,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2001-04-01,Duke Energy Carolinas,,15357.0,,,,,,,,,,,,,,,,,,,,,,,,,,
841,2001-04-01,Duke Energy Progress,,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,
842,2001-04-01,Dominion Energy,92673.0,673.0,0.0072620935979195,,,,,,,,,,,,,,,,,,,,,,,,,
843,2001-03-01,Dominion Energy,92680.0,148.0,0.0015968925334484,,,,,,,,,,,,,,,,,,,,,,,,,
844,2001-03-01,Duke Energy Carolinas,,16443.0,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2001-03-01,Duke Energy Progress,,6330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2001-02-01,Duke Energy Carolinas,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2001-02-01,Dominion Energy,92597.0,25.0,0.0002699871486117,,,,,,,,,,,,,,,,,,,,,,,,,
848,2001-02-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2001-01-01,Dominion Energy,92474.0,27.0,0.0002919739602482,,,,,,,,,,,,,,,,,,,,,,,,,
850,2001-01-01,Duke Energy Progress,,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2001-01-01,Duke Energy Carolinas,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2000-12-01,Duke Energy Progress,,5380.0,,,,,,,,,,,,,,,,,,,,,,,,,,
853,2000-12-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,2000-12-01,Duke Energy Carolinas,,7556.0,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2000-11-01,Dominion Energy,92102.0,203.0,0.0022040780873379,,,,,,,,,,,,,,,,,,,,,,,,,
856,2000-11-01,Duke Energy Carolinas,,9946.0,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2000-11-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,2000-10-01,Duke Energy Carolinas,,15999.0,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2000-10-01,Duke Energy Progress,,7459.0,,,,,,,,,,,,,,,,,,,,,,,,,,
860,2000-10-01,Dominion Energy,92015.0,315.0,0.00342335488779,,,,,,,,,,,,,,,,,,,,,,,,,
861,2000-09-01,Duke Energy Carolinas,,12722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
862,2000-09-01,Dominion Energy,92034.0,267.0,0.0029011017667383,,,,,,,,,,,,,,,,,,,,,,,,,
863,2000-09-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,2000-08-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,2000-08-01,Duke Energy Progress,,6360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
866,2000-08-01,Duke Energy Carolinas,,12038.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867,2000-07-01,Duke Energy Carolinas,,7380.0,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2000-07-01,Duke Energy Progress,,5899.0,,,,,,,,,,,,,,,,,,,,,,,,,,
869,2000-07-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,2000-06-01,Duke Energy Carolinas,,7952.0,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2000-06-01,Duke Energy Progress,,5486.0,,,,,,,,,,,,,,,,,,,,,,,,,,
872,2000-06-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,2000-05-01,Duke Energy Carolinas,,14453.0,,,,,,,,,,,,,,,,,,,,,,,,,,
874,2000-05-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2000-05-01,Duke Energy Progress,,6652.0,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2000-04-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2000-04-01,Duke Energy Progress,,6466.0,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2000-04-01,Duke Energy Carolinas,,13856.0,,,,,,,,,,,,,,,,,,,,,,,,,,
879,2000-03-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,2000-03-01,Duke Energy Progress,,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,
881,2000-03-01,Duke Energy Carolinas,,7426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2000-02-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,2000-02-01,Duke Energy Progress,,3472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
884,2000-02-01,Duke Energy Carolinas,,13275.0,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2000-01-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,2000-01-01,Duke Energy Progress,,3714.0,,,,,,,,,,,,,,,,,,,,,,,,,,
887,2000-01-01,Duke Energy Carolinas,,3221.0,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1999-12-01,Duke Energy Progress,,6832.0,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1999-12-01,Duke Energy Carolinas,,5516.0,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1999-11-01,Duke Energy Progress,,7610.0,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1999-11-01,Duke Energy Carolinas,,6329.0,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1999-10-01,Duke Energy Progress,,6846.0,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1999-10-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1999-09-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1999-09-01,Duke Energy Carolinas,,5167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1999-08-01,Duke Energy Progress,,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1999-08-01,Duke Energy Carolinas,,7045.0,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1999-07-01,Duke Energy Progress,,3454.0,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1999-07-01,Duke Energy Carolinas,,4469.0,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1999-06-01,Duke Energy Progress,,6241.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1999-06-01,Duke Energy Carolinas,,6743.0,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1999-05-01,Duke Energy Progress,,5963.0,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1999-05-01,Duke Energy Carolinas,,6483.0,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1999-04-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1999-04-01,Duke Energy Progress,,6730.0,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1999-03-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1999-03-01,Duke Energy Progress,,5579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1999-02-01,Duke Energy Progress,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1999-02-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1999-01-01,Duke Energy Carolinas,,4504.0,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1999-01-01,Duke Energy Progress,,4825.0,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1998-12-01,Duke Energy Progress,,5319.0,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1998-12-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1998-11-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1998-11-01,Duke Energy Progress,,6094.0,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1998-10-01,Duke Energy Carolinas,,5842.0,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1998-10-01,Duke Energy Progress,,7134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1998-09-01,Duke Energy Carolinas,,5702.0,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1998-09-01,Duke Energy Progress,,8091.0,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1998-08-01,Duke Energy Progress,,3845.0,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1998-08-01,Duke Energy Carolinas,,5411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1998-07-01,Duke Energy Carolinas,,4656.0,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1998-07-01,Duke Energy Progress,,4558.0,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1998-06-01,Duke Energy Carolinas,,4906.0,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1998-06-01,Duke Energy Progress,,5961.0,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1998-05-01,Duke Energy Progress,,8405.0,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1998-05-01,Duke Energy Carolinas,,6116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1998-04-01,Duke Energy Progress,,6516.0,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1998-04-01,Duke Energy Carolinas,,7356.0,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1998-03-01,Duke Energy Progress,,5664.0,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1998-03-01,Duke Energy Carolinas,,7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1998-02-01,Duke Energy Progress,,5559.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1998-02-01,Duke Energy Carolinas,,6304.0,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1998-01-01,Duke Energy Carolinas,,5408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1998-01-01,Duke Energy Progress,,5623.0,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1997-12-01,Duke Energy Carolinas,,4762.0,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1997-12-01,Duke Energy Progress,,3622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1997-11-01,Duke Energy Progress,,5436.0,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1997-11-01,Duke Energy Carolinas,,6274.0,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1997-10-01,Duke Energy Carolinas,,6801.0,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1997-10-01,Duke Energy Progress,,6548.0,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1997-09-01,Duke Energy Carolinas,,5898.0,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1997-09-01,Duke Energy Progress,,5242.0,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1997-08-01,Duke Energy Carolinas,,5139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1997-08-01,Duke Energy Progress,,4353.0,,,,,,,,,,,,,,,,,,,,,,,,,,
946,1997-07-01,Duke Energy Carolinas,,5490.0,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1997-07-01,Duke Energy Progress,,4463.0,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1997-06-01,Duke Energy Carolinas,,5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1997-06-01,Duke Energy Progress,,4620.0,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1997-05-01,Duke Energy Progress,,4648.0,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1997-05-01,Duke Energy Carolinas,,6353.0,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1997-04-01,Duke Energy Progress,,5592.0,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1997-04-01,Duke Energy Carolinas,,7304.0,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1997-03-01,Duke Energy Carolinas,,5973.0,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1997-03-01,Duke Energy Progress,,4737.0,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1997-02-01,Duke Energy Progress,,4806.0,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1997-02-01,Duke Energy Carolinas,,4853.0,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1997-01-01,Duke Energy Carolinas,,4508.0,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1997-01-01,Duke Energy Progress,,4488.0,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1996-12-01,Duke Energy Progress,,4556.0,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1996-12-01,Duke Energy Carolinas,,2662.0,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1996-11-01,Duke Energy Carolinas,,4564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1996-11-01,Duke Energy Progress,,5313.0,,,,,,,,,,,,,,,,,,,,,,,,,,
964,1996-10-01,Duke Energy Progress,,4065.0,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1996-10-01,Duke Energy Carolinas,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,
966,1996-09-01,Duke Energy Progress,,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1996-09-01,Duke Energy Carolinas,,4144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1996-08-01,Duke Energy Progress,,4038.0,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1996-08-01,Duke Energy Carolinas,,4332.0,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1996-07-01,Duke Energy Progress,,3865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1996-07-01,Duke Energy Carolinas,,4588.0,,,,,,,,,,,,,,,,,,,,,,,,,,
